"Region","Year","Gender","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Residential Treatment Center","Number","Children in Placement",60
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2009-2010","Total","Out of State","Total","Number","Children in Placement",92
"Region 3: Eastern","SFY 2010-2011","Female","In State","Foster Care","Number","Children in Placement",151
"Region 3: Eastern","SFY 2010-2011","Female","In State","Relative Foster Care","Number","Children in Placement",50
"Region 3: Eastern","SFY 2010-2011","Female","In State","Special Study","Number","Children in Placement",30
"Region 3: Eastern","SFY 2010-2011","Female","In State","Therapeutic Foster Care","Number","Children in Placement",44
"Region 3: Eastern","SFY 2010-2011","Female","In State","PDC or Safe Home","Number","Children in Placement",12
"Region 3: Eastern","SFY 2010-2011","Female","In State","Shelter","Number","Children in Placement",7
"Region 3: Eastern","SFY 2010-2011","Female","In State","Group Home","Number","Children in Placement",20
"Region 3: Eastern","SFY 2010-2011","Female","In State","Residential Treatment Center","Number","Children in Placement",19
"Region 3: Eastern","SFY 2010-2011","Female","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","In State","Solnit Center","Number","Children in Placement",5
"Region 3: Eastern","SFY 2010-2011","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","In State","Independent Living","Number","Children in Placement",13
"Region 3: Eastern","SFY 2010-2011","Female","In State","Total","Number","Children in Placement",351
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Foster Care","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Relative Foster Care","Number","Children in Placement",10
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Special Study","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Shelter","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Group Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Residential Treatment Center","Number","Children in Placement",16
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Female","Out of State","Total","Number","Children in Placement",27
"Region 3: Eastern","SFY 2010-2011","Male","In State","Foster Care","Number","Children in Placement",170
"Region 3: Eastern","SFY 2010-2011","Male","In State","Relative Foster Care","Number","Children in Placement",43
"Region 3: Eastern","SFY 2010-2011","Male","In State","Special Study","Number","Children in Placement",27
"Region 3: Eastern","SFY 2010-2011","Male","In State","Therapeutic Foster Care","Number","Children in Placement",76
"Region 3: Eastern","SFY 2010-2011","Male","In State","PDC or Safe Home","Number","Children in Placement",17
"Region 3: Eastern","SFY 2010-2011","Male","In State","Shelter","Number","Children in Placement",6
"Region 3: Eastern","SFY 2010-2011","Male","In State","Group Home","Number","Children in Placement",40
"Region 3: Eastern","SFY 2010-2011","Male","In State","Residential Treatment Center","Number","Children in Placement",27
"Region 3: Eastern","SFY 2010-2011","Male","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","In State","Solnit Center","Number","Children in Placement",4
"Region 3: Eastern","SFY 2010-2011","Male","In State","Connecticut Juvenile Training School","Number","Children in Placement",8
"Region 3: Eastern","SFY 2010-2011","Male","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 3: Eastern","SFY 2010-2011","Male","In State","Independent Living","Number","Children in Placement",6
"Region 3: Eastern","SFY 2010-2011","Male","In State","Total","Number","Children in Placement",426
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Foster Care","Number","Children in Placement",5
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Relative Foster Care","Number","Children in Placement",4
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Special Study","Number","Children in Placement",1
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Shelter","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Group Home","Number","Children in Placement",1
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Residential Treatment Center","Number","Children in Placement",43
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Male","Out of State","Total","Number","Children in Placement",57
"Region 3: Eastern","SFY 2010-2011","Total","In State","Foster Care","Number","Children in Placement",321
"Region 3: Eastern","SFY 2010-2011","Total","In State","Relative Foster Care","Number","Children in Placement",93
"Region 3: Eastern","SFY 2010-2011","Total","In State","Special Study","Number","Children in Placement",57
"Region 3: Eastern","SFY 2010-2011","Total","In State","Therapeutic Foster Care","Number","Children in Placement",120
"Region 3: Eastern","SFY 2010-2011","Total","In State","PDC or Safe Home","Number","Children in Placement",29
"Region 3: Eastern","SFY 2010-2011","Total","In State","Shelter","Number","Children in Placement",13
"Region 3: Eastern","SFY 2010-2011","Total","In State","Group Home","Number","Children in Placement",60
"Region 3: Eastern","SFY 2010-2011","Total","In State","Residential Treatment Center","Number","Children in Placement",46
"Region 3: Eastern","SFY 2010-2011","Total","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","In State","Solnit Center","Number","Children in Placement",9
"Region 3: Eastern","SFY 2010-2011","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",8
"Region 3: Eastern","SFY 2010-2011","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 3: Eastern","SFY 2010-2011","Total","In State","Independent Living","Number","Children in Placement",19
"Region 3: Eastern","SFY 2010-2011","Total","In State","Total","Number","Children in Placement",777
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Foster Care","Number","Children in Placement",5
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Relative Foster Care","Number","Children in Placement",14
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Special Study","Number","Children in Placement",1
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",4
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Group Home","Number","Children in Placement",1
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Residential Treatment Center","Number","Children in Placement",59
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 3: Eastern","SFY 2010-2011","Total","Out of State","Total","Number","Children in Placement",84
"Region 3: Eastern","SFY 2011-2012","Female","In State","Foster Care","Number","Children in Placement",127
"Region 3: Eastern","SFY 2011-2012","Female","In State","Relative Foster Care","Number","Children in Placement",62
"Region 3: Eastern","SFY 2011-2012","Female","In State","Special Study","Number","Children in Placement",19
"Region 3: Eastern","SFY 2011-2012","Female","In State","Therapeutic Foster Care","Number","Children in Placement",49
"Region 3: Eastern","SFY 2011-2012","Female","In State","PDC or Safe Home","Number","Children in Placement",3
"Region 3: Eastern","SFY 2011-2012","Female","In State","Shelter","Number","Children in Placement",3
"Region 3: Eastern","SFY 2011-2012","Female","In State","Group Home","Number","Children in Placement",22
"Region 3: Eastern","SFY 2011-2012","Female","In State","Residential Treatment Center","Number","Children in Placement",15
"Region 3: Eastern","SFY 2011-2012","Female","In State","High Meadows","Number","Children in Placement",0
"Region 3: Eastern","SFY 2011-2012","Female","In State","Solnit Center","Number","Children in Placement",4
"Region 3: Eastern","SFY 2011-2012","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 3: Eastern","SFY 2011-2012","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 3: Eastern","SFY 2011-2012","Female","In State","Independent Living","Number","Children in Placement",10
"Region 3: Eastern","SFY 2011-2012","Female","In State","Total","Number","Children in Placement",315
"Region 3: Eastern","SFY 2011-2012","Female","Out of State","Foster Care","Number","Children in Placement",2
"Region 3: Eastern","SFY 2011-2012","Female","Out of State","Relative Foster Care","Number","Children in Placement",13
"Region 3: Eastern","SFY 2011-2012","Female","Out of State","Special Study","Number","Children in Placement",0
